beınsport-beın sport
altınmı-altın mı
manzarasıvardır-manzarası vardır
bababana-baba bana
kırklardağının-kırklar dağının
veyadolaylı-veya dolaylı
yaşargül-yaşar gül
bibakalım-bi bakalım
kalpkırıklığı-kalp kırıklığı
bilirmisiniz-bilir misiniz
bakıpbu-bakıp bu
erolcan-erol can
evise-ev ise
devecüce-deve cüce
küçükmenderes-küçük menderes
canavarıtekrar-canavarı tekrar
eczacıbaşıvitra-eczacıbaşı vitra
backoffice-back office
basgeç-bas geç
kolaltı-kol altı
evimevim-evim evim
haberibile-haberi bile
filmfestivalinde-film festivalinde
nogood-no good
eğitimbakanlığınca-eğitim bakanlığınca
havasahamızı-hava sahamızı
yapariken-yapar iken
kaynağınedir-kaynağı nedir
tekgerçek-tek gerçek
yaptımdedi-yaptım dedi
olmakzor-olmak zor
yağıyormu-yağıyor mu
yarınabakış-yarına bakış
geçinbunları-geçin bunları
yangmi-yang mi
merakettigim-merak ettigim
yaşlıbunak-yaşlı bunak
ıyiki-ıyi ki
olarakgeri-olarak geri
ağaçkadar-ağaç kadar
kabuletmenin-kabul etmenin
kalesimi-kalesi mi
hızırhoca-hızır hoca
togive-to give
hayırve-hayır ve
tuzhanı-tuz hanı
trenyoluna-tren yoluna
ılmare-ıl mare
üstöğrenim-üst öğrenim
elektroterapi-elektro terapi
geldidiye-geldi diye
hemdetürk-hemde türk
thücrelerinin-t hücrelerinin
sofraaltı-sofra altı
canınıyerim-canını yerim
ayselcan-aysel can
korudağı-koru dağı
yüzakıyla-yüz akıyla
nanopartiküllerin-nano partiküllerin
diğertakım-diğer takım
götsik-göt sik
uykugetiren-uyku getiren
yaparsanbu-yaparsan bu
kentmeydanında-kent meydanında
modacaddesi-moda caddesi
kumadam-kum adam
plusile-plus ile
bakınbu-bakın bu
hayırmı-hayır mı
seçtiğimadam-seçtiğim adam
memnet-mem net
oruçtutarken-oruç tutarken
öldiye-öl diye
cumhuriyetidevletinin-cumhuriyeti devletinin
güzelcehisar-güzelce hisar
yiyindiye-yiyin diye
vaadetse-vaad etse
allgood-all good
nediyorsunuz-ne diyorsunuz
taşkalpli-taş kalpli
astsubaybaşçavuş-astsubay başçavuş
oyunadı-oyun adı
yapıolarak-yapı olarak
akvaryumpark-akvaryum park
uykuyadalış-uykuya dalış
sokakarasına-sokak arasına
yarıyoldan-yarı yoldan
sapıkısa-sapı kısa
heiki-he iki
grandpark-grand park
biztürkler-biz türkler
vaatedilmiş-vaat edilmiş
kadarzaman-kadar zaman
torrentdünyası-torrent dünyası
boludağını-bolu dağını
uzunsürede-uzun sürede
oyunoynar-oyun oynar
açtığındaiki-açtığında iki
ürünleriçin-ürünler için
itonu-it onu
hiçbihalt-hiçbi halt
kaldiki-kaldi ki
falander-falan der
anlamıyorumbi-anlamıyorum bi
hepsineevet-hepsine evet
turat-tur at
ınternationalşirketi-ınternational şirketi
gündemonedio-gündem onedio
çoksağlam-çok sağlam
simcard-sim card
kaçakmazot-kaçak mazot
aynıyere-aynı yere
biyer-bi yer
isadamı-is adamı
nickaltlarına-nick altlarına
kalmı-kal mı
dönmedolaplar-dönme dolaplar
rahatama-rahat ama
gazicaddesinin-gazi caddesinin
içkial-içki al
nüfuscüzdanı-nüfus cüzdanı
kazımyurdalan-kazım yurdalan
vatanbir-vatan bir
üzülmediye-üzülme diye
yahudilermi-yahudiler mi
turbu-tur bu
görmekçok-görmek çok
sekshikayeleri-seks hikayeleri
artniyetler-art niyetler
durşunu-dur şunu
harfiyan-harfi yan
cemreeylül-cemre eylül
problemvardır-problem vardır
saatleriiçinde-saatleri içinde
varsanırım-var sanırım
birkaçsaniye-birkaç saniye
söylededi-söyle dedi
yılınbaşı-yılın başı
gidersinki-gidersin ki
etmeimkanım-etme imkanım
susuzdede-susuz dede
artıkiyi-artık iyi
geliyordiye-geliyor diye
sonbahargüneşi-sonbahar güneşi
yoksaymak-yok saymak
gerçekçilikolarak-gerçekçilik olarak
macher-mac her
delicegelebilir-delice gelebilir
uzunvade-uzun vade
taçkapısındaki-taç kapısındaki
forve-for ve
âşıkpaşa-âşık paşa
suüstüne-su üstüne
bulundumu-bulundu mu
benimböyle-benim böyle
votkavişne-votka vişne
gezegençapında-gezegen çapında
düşüncegücü-düşünce gücü
forus-for us
greenhill-green hill
benbaşka-ben başka
filodışı-filo dışı
diyetiyapıp-diyeti yapıp
rededecek-red edecek
ateşediyorlar-ateş ediyorlar
nasılyapılıyor-nasıl yapılıyor
uygunolması-uygun olması
halkpartisi-halk partisi
ınise-ın ise
meraketmedim-merak etmedim
macarmı-macar mı
ösymyerleştirme-ösym yerleştirme
zorundasındiye-zorundasın diye
etkinbir-etkin bir
şehitvar-şehit var
işebaşlaması-işe başlaması
yapmazmı-yapmaz mı
hatundediğin-hatun dediğin
imajoluşturma-imaj oluşturma
ortamama-ortam ama
memeuçlarında-meme uçlarında
saçkremini-saç kremini
sizçocuklar-siz çocuklar
sözünütut-sözünü tut
istanbulunfethini-istanbulun fethini
programlarıhakkında-programları hakkında
dünyabankasının-dünya bankasının
sonyapılan-son yapılan
valed-va led
sinirlerinnormal-sinirlerin normal
dostçakal-dostça kal
avukatmüvekkil-avukat müvekkil
dedektiftutmak-dedektif tutmak
birazdangelirim-birazdan gelirim
amakimse-ama kimse
kızmadımı-kızmadı mı
çelikpalas-çelik palas
hiçyoktan-hiç yoktan
gitdiyor-git diyor
fenermi-fener mi
dairbana-dair bana
kupasıtürkiye-kupası türkiye
onbirde-on birde
limanyolu-liman yolu
tozboya-toz boya
pekalabunu-pekala bunu
yaşimdi-ya şimdi
ımfmi-ımf mi
insanlarseni-insanlar seni
topmodeli-top modeli
içindirki-içindir ki
yolgüzergahında-yol güzergahında
dsimi-dsi mi
genelaf-genel af
ördekgölü-ördek gölü
birülkenin-bir ülkenin
belekgazi-belek gazi
ekimkasım-ekim kasım
protokültürü-proto kültürü
iddiasıylatürkiye-iddiasıyla türkiye
kralpop-kral pop
—efendim-— efendim
teltoka-tel toka
gürcistanile-gürcistan ile
olacağınıdüşünüyorum-olacağını düşünüyorum
selamselam-selam selam
takımolan-takım olan
simkilidini-sim kilidini
urfacity-urfa city
üzülürmüydüm-üzülür müydüm
detaylardanbiri-detaylardan biri
çiftlikçocuğu-çiftlik çocuğu
digiturkplayden-digiturk playden
ensıcak-en sıcak
beşiktaşve-beşiktaş ve
çoktanseçmeli-çoktan seçmeli
kapitalizmbudur-kapitalizm budur
merhumpaşa-merhum paşa
ikitanesi-iki tanesi
izbedelle-iz bedelle
copland-cop land
hermaç-her maç
diğertaraf-diğer taraf
ingilizceama-ingilizce ama
eyhayat-ey hayat
izmiryüksek-izmir yüksek
askerisaldırı-askeri saldırı
hdçözünürlüğünde-hd çözünürlüğünde
tamamderim-tamam derim
boile-bo ile
elattı-el attı
alzheimerbaşlangıcı-alzheimer başlangıcı
takımkaptanı-takım kaptanı
inşaatagöz-inşaata göz
müzikleriyapıyor-müzikleri yapıyor
yaşamformları-yaşam formları
gazagelmeye-gaza gelmeye
dalgageçme-dalga geçme
bulmamlazım-bulmam lazım
marcusdu-marcus du
öğünyiyorum-öğün yiyorum
bozbaykuş-boz baykuş
kavakderesi-kavak deresi
gömmedolap-gömme dolap
drerol-dr erol
summermı-summer mı
ekmesai-ek mesai
ekniyet-ek niyet
verildive-verildi ve
kullandınızmı-kullandınız mı
sevbeni-sev beni
çıkarlarkarşısında-çıkarlar karşısında
dışdenetim-dış denetim
israilbaşbakanı-israil başbakanı
böyleolmaz-böyle olmaz
sueshaun-sue shaun
basgitara-bas gitara
yaniböyle-yani böyle
suakar-su akar
minibank-mini bank
telsaç-tel saç
kısaömürlü-kısa ömürlü
geridönebilir-geri dönebilir
ormanyolu-orman yolu
bariçin-bar için
haftalıkizin-haftalık izin
konudışına-konu dışına
ciddenbu-cidden bu
karşıçıktı-karşı çıktı
dışborçların-dış borçların
atarımdiye-atarım diye
costarika-costa rika
uğramışolabilir-uğramış olabilir
atatürkmü-atatürk mü
mirhasan-mir hasan
istihbaratdaire-istihbarat daire
bakona-bak ona
onenote-one note
budefa-bu defa
başınsagolsun-başın sagolsun
betaendorfin-beta endorfin
tarafındanyapılmış-tarafından yapılmış
sebzemeyveler-sebze meyveler
alemicihan-alemi cihan
hayıroyu-hayır oyu
aşırıdozdan-aşırı dozdan
domuzdandaha-domuzdan daha
yolverme-yol verme
diyedüşünürken-diye düşünürken
vaadetmedi-vaad etmedi
chpmi-chp mi
türkkadını-türk kadını
anilmünker-anil münker
ringring-ring ring
tabiibütün-tabii bütün
yanisen-yani sen
algeç-al geç
lütfenbunu-lütfen bunu
hazirantemmuz-haziran temmuz
altlimit-alt limit
bencildev-bencil dev
donanımhabere-donanım habere
jedimaster-jedi master
neyapacaksın-ne yapacaksın
idiçin-id için
prensmi-prens mi
hüseyingazi-hüseyin gazi
huymu-huy mu
eğerçok-eğer çok
•diğer-• diğer
bakmışve-bakmış ve
cehennemderesi-cehennem deresi
mutluolma-mutlu olma
pratikolarak-pratik olarak
yabanöküzü-yaban öküzü
söğütbahçe-söğüt bahçe
onbirayın-onbir ayın
verdiyorum-ver diyorum
herşeyplanlandığı-herşey planlandığı
yeşilbeyazlılar-yeşil beyazlılar
iştebunu-işte bunu
dedeosman-dede osman
önceilk-önce ilk
gözününyaşına-gözünün yaşına
carrolliçin-carroll için
siyasetadamlarının-siyaset adamlarının
mutlulukolur-mutluluk olur
snbaşbakanımızın-sn başbakanımızın
tuzpazarı-tuz pazarı
yetkililertarafından-yetkililer tarafından
bipsesini-bip sesini
pkkmı-pkk mı
yardımistemek-yardım istemek
kaçinsan-kaç insan
babayıöldürür-babayı öldürür
duavar-dua var
şarapevi-şarap evi
aslabenim-asla benim
olmaztabi-olmaz tabi
uygunolmalı-uygun olmalı
hiçgörmemiştim-hiç görmemiştim
wonmo-won mo
aptalpiç-aptal piç
peköyle-pek öyle
bedrican-bedri can
birkaçyüz-birkaç yüz
wonmu-won mu
myvodafone-my vodafone
toplutaşımayla-toplu taşımayla
kulüplerbirliğine-kulüpler birliğine
lilychan-lily chan
arapbaharı-arap baharı
nerdesizin-nerde sizin
ozamandan-o zamandan
enzayıf-en zayıf
sarahatun-sara hatun
oyunuhiç-oyunu hiç
tiyatroseverlerin-tiyatro severlerin
arabayabinip-arabaya binip
hiçsevmem-hiç sevmem
karpayının-kar payının
seksdelisi-seks delisi
veeski-ve eski
flaşdiske-flaş diske
emrivar-emri var
izinyok-izin yok
birincilige-birinci lige
biolay-bi olay
chpil-chp il
dertlipınar-dertli pınar
maddesindeyeralan-maddesinde yeralan
vataniçin-vatan için
flaşdiski-flaş diski
bakalımbizim-bakalım bizim
kanlıçatışmaları-kanlı çatışmaları
nbadraft-nba draft
zekâdüzeyinde-zekâ düzeyinde
milletinvekilleri-milletin vekilleri
şuoldu-şu oldu
bananasıl-bana nasıl
elatan-el atan
kezçok-kez çok
kardeşlerimve-kardeşlerim ve
komitesibaşkanlığı-komitesi başkanlığı
hastavar-hasta var
nealaka-ne alaka
uçantop-uçan top
devredısı-devre dısı
ıyiiyi-ıyi iyi
satrançtahtası-satranç tahtası
yarımporsiyon-yarım porsiyon
ortamalı-orta malı
arabavapurları-araba vapurları
ettiklerinibiliyorum-ettiklerini biliyorum
mygames-my games
verildimi-verildi mi
adamındibisin-adamın dibisin
kızınteki-kızın teki
gololmayınca-gol olmayınca
doğanşahin-doğan şahin
ehlinamus-ehli namus
ediyorumki-ediyorum ki
doğanspor-doğan spor
kalel-kal el
çaymahalle-çay mahalle
korkunçgörünüyor-korkunç görünüyor
heiyi-he iyi
iyibilirsiniz-iyi bilirsiniz
hastalıklarınsıklığını-hastalıkların sıklığını
araştırmakomisyonu-araştırma komisyonu
multimilyarlık-multi milyarlık
sehernaz-seher naz
koyiçinde-koy içinde
penisive-penisi ve
saymasıgerekir-sayması gerekir
dönersermayeyle-döner sermayeyle
deadgirl-dead girl
geriyükleme-geri yükleme
hotbird-hot bird
tekvücut-tek vücut
kumsaatinin-kum saatinin
çiğeti-çiğ eti
amedhack-amed hack
igeçmez-i geçmez
formatfactory-format factory
başkabiriyle-başka biriyle
çimiçin-çim için
alexiyi-alex iyi
bilgekaan-bilge kaan
wildfire-wild fire
fetöcüolduğunu-fetöcü olduğunu
horgördüğünü-hor gördüğünü
goldenrose-golden rose
trtspikerinin-trt spikerinin
imctvnin-imc tvnin
sasung-sa sung
vegüzel-ve güzel
varsabir-varsa bir
markopaşaya-marko paşaya
isdeğil-is değil
gomezmi-gomez mi
listesinegirerek-listesine girerek
tamammı-tamam mı
arkadar-ar kadar
içinneler-için neler
düşmekdiye-düşmek diye
yollarkan-yollar kan
tiyatroseverlerle-tiyatro severlerle
antifenerliler-anti fenerliler
şairinbiri-şairin biri
sakaryapark-sakarya park
şubatmart-şubat mart
altmarkası-alt markası
hayırhayır-hayır hayır
camiçin-cam için
paraveren-para veren
bilinsiz-bilin siz
dayanıyorve-dayanıyor ve
drivereasy-driver easy
senihiç-seni hiç
hastalanmışbu-hastalanmış bu
idişimdi-idi şimdi
dediğimdebunun-dediğimde bunun
açıncatüm-açınca tüm
blackrain-black rain
kemerpark-kemer park
seksiçin-seks için
çinmallarına-çin mallarına
içedönme-içe dönme
kapıduvar-kapı duvar
batmanpark-batman park
kendinesaygı-kendine saygı
alkolve-alkol ve
tebiş-teb iş
akifhamzaçebi-akif hamzaçebi
paraverdi-para verdi
onunişi-onun işi
ideğil-i değil
tamamve-tamam ve
gidibatı-gidi batı
geziparkındaki-gezi parkındaki
lazımdedi-lazım dedi
tvkoltuk-tv koltuk
caddeve-cadde ve
busüreç-bu süreç
neredeysehiç-neredeyse hiç
obölgenin-o bölgenin
insanınkalbini-insanın kalbini
deliibo-deli ibo
tellikavak-telli kavak
sekizülkede-sekiz ülkede
lafat-laf at
hpise-hp ise
analizmerkezi-analiz merkezi
dersanevb-dersane vb
kerkükve-kerkük ve
halkgünü-halk günü
yoksaöyle-yoksa öyle
felcidediğimiz-felci dediğimiz
kadarmutlu-kadar mutlu
bighorn-big horn
yokdiye-yok diye
tskmı-tsk mı
öndegideni-önde gideni
tabiatile-tabiat ile
hakkıbu-hakkı bu
napalımki-napalım ki
şiddetlibir-şiddetli bir
türkleremi-türklere mi
bıyandan-bı yandan
müttefikolduğu-müttefik olduğu
resimiş-resim iş
•günde-• günde
dönüşüson-dönüşü son
sizdedestek-sizde destek
petrolofisinin-petrol ofisinin
utancıolarak-utancı olarak
mollasalih-molla salih
niçinsiz-niçin siz
hızırpaşalar-hızır paşalar
buyasa-bu yasa
yüzdenönemli-yüzden önemli
bilmemkimin-bilmem kimin
sultanbeylispor-sultanbeyli spor
yineyok-yine yok
bakalımbenim-bakalım benim
alsındiye-alsın diye
göreşu-göre şu
birkonuşma-bir konuşma
atayurdumuz-ata yurdumuz
parkdaki-parkda ki
transasya-trans asya
izinverileceğini-izin verileceğini
breakteki-break teki
ölühayvan-ölü hayvan
jongtae-jong tae
ilkhafta-ilk hafta
gözdenur-gözde nur
kimöldürdü-kim öldürdü
abiyaa-abi yaa
soyisimler-soy isimler
kılıçdişli-kılıç dişli
zallim-zall im
temizpak-temiz pak
olarakkullanılıyor-olarak kullanılıyor
biyol-bi yol
azmimilli-azmi milli
ermenileremi-ermenilere mi
uçakgemisinden-uçak gemisinden
temizolup-temiz olup
vaadetmez-vaad etmez
pekibunu-peki bunu
yatakyorgan-yatak yorgan
elbetteki-elbette ki
hanımkızımızın-hanım kızımızın
sapıkkadın-sapık kadın
olurmuyaa-olurmu yaa
gentr-gen tr
farklıbi-farklı bi
numaraolarak-numara olarak
yaşındakiosman-yaşındaki osman
vazgeçmekmi-vazgeçmek mi
kavşakbendi-kavşak bendi
meclisdeki-meclisde ki
varmıbenim-varmı benim
zırhlıbirliklerde-zırhlı birliklerde
hepbunlar-hep bunlar
vermişdeğilim-vermiş değilim
falanfalan-falan falan
sevmediğimbirine-sevmediğim birine
ağırroman-ağır roman
tgrthaberde-tgrt haberde
begüzel-be güzel
şarjoluyor-şarj oluyor
bitürlü-bi türlü
sondakikaya-son dakikaya
kaçadım-kaç adım
insantipi-insan tipi
seyrisefer-seyri sefer
etkiliolacak-etkili olacak
digiacomo-di giacomo
şeysadece-şey sadece
telemadrid-tele madrid
mhpyüzde-mhp yüzde
hesapolarak-hesap olarak
bileiyi-bile iyi
etele-et ele
çukuralan-çukur alan
davranıyorve-davranıyor ve
troyisimli-troy isimli
kiinsanlar-ki insanlar
kuruluşlararası-kuruluşlar arası
esbir-es bir
iyidirdiye-iyidir diye
ilginçtirki-ilginçtir ki
allahınaşkına-allahın aşkına
aşkınyüzü-aşkın yüzü
öğretimbirliği-öğretim birliği
durbiraz-dur biraz
çekiçbalığı-çekiç balığı
yaptımı-yaptı mı
alıbey-alı bey
tlveya-tl veya
seniböyle-seni böyle
ipban-ip ban
marsmı-mars mı
sınırtanımayan-sınır tanımayan
yassıkaya-yassı kaya
buyüzden-bu yüzden
kiben-ki ben
otogalerilerin-oto galerilerin
saintrose-saint rose
officeboy-office boy
ağaçlarsadece-ağaçlar sadece
gamzegamze-gamze gamze
öldürdümü-öldürdü mü
allahresulü-allah resulü
anlatımyaptım-anlatım yaptım
fenerforması-fener forması
hattahatta-hatta hatta
googlediye-google diye
evrenindili-evrenin dili
inanıyorumki-inanıyorum ki
kamukuruluşları-kamu kuruluşları
gelhadi-gel hadi
gözatacak-göz atacak
işleriniidare-işlerini idare
showtime-show time
solbeke-sol beke
gayritürk-gayri türk
çadırkentin-çadır kentin
sorunuyaşayan-sorunu yaşayan
elvismi-elvis mi
songhua-song hua
sağüstte-sağ üstte
devrimevin-devrim evin
siyasalbilgiler-siyasal bilgiler
kupasıve-kupası ve
büyükşehirbelediyesinin-büyükşehir belediyesinin
akılver-akıl ver
önelemeden-ön elemeden
oküçük-o küçük
kafeinbağımlısı-kafein bağımlısı
ismilazım-ismi lazım
birkısmını-bir kısmını
sekizmilyar-sekiz milyar
googleplayden-google playden
olmasıpek-olması pek
zamanıvar-zamanı var
eğersize-eğer size
taarruzetmesi-taarruz etmesi
yazise-yaz ise
ekimdevrimi-ekim devrimi
katotopark-kat otopark
türkbayrağına-türk bayrağına
birfilm-bir film
kutucüceleri-kutu cüceleri
futbolhayatı-futbol hayatı
mannymi-manny mi
genişgövde-geniş gövde
dailynews-daily news
gecekonduvari-gecekondu vari
ebesobe-ebe sobe
malsahiplerinin-mal sahiplerinin
tomtucker-tom tucker
yapılansaldırı-yapılan saldırı
imkanıolduğu-imkanı olduğu
savaşıbiz-savaşı biz
durumve-durum ve
şimdibunlar-şimdi bunlar
annekız-anne kız
pasoligi-paso ligi
birsoru-bir soru
birsuç-bir suç
yerelseçimlerinden-yerel seçimlerinden
kocasinanspor-kocasinan spor
serçeparmağım-serçe parmağım
flashdiskte-flash diskte
salonundayapılacak-salonunda yapılacak
aslahiç-asla hiç
teyzekızıyla-teyze kızıyla
abubakar-abu bakar
artniyete-art niyete
starbu-star bu
tavukdürüm-tavuk dürüm
dahadaiyi-dahada iyi
mezarışerif-mezarı şerif
olmazolmaz-olmaz olmaz
yarıfinaline-yarı finaline
vaadetmek-vaad etmek
pkkyakarşı-pkkya karşı
rekordenemesi-rekor denemesi
kumsaatini-kum saatini
çıkıpben-çıkıp ben
onunüzerinden-onun üzerinden
senebizim-sene bizim
mutlukaya-mutlu kaya
deligücük-deli gücük
ziyatk-ziya tk
açıkbüfe-açık büfe
metangazi-metan gazi
takipetmem-takip etmem
toplukonutları-toplu konutları
darkesim-dar kesim
kötüinsan-kötü insan
evetdedi-evet dedi
yapayzekayı-yapay zekayı
feyziefe-feyzi efe
istismarsuçundan-istismar suçundan
havagücü-hava gücü
kendibaşıma-kendi başıma
elezher-el ezher
erbakanmı-erbakan mı
heher-he her
göbeğiaçık-göbeği açık
kimveriyor-kim veriyor
bostanlıspor-bostanlı spor
hehey-he hey
altıntepside-altın tepside
danuzak-dan uzak
ifadesivardır-ifadesi vardır
sadecebiraz-sadece biraz
hattakendi-hatta kendi
vatanbilgisayara-vatan bilgisayara
kaçparaya-kaç paraya
sonrayadek-sonraya dek
cokseverim-cok severim
olunşu-olun şu
düzenlenenve-düzenlenen ve
bakançocukları-bakan çocukları
burdadiye-burda diye
digitürkweb-digitürk web
karıkocalar-karı kocalar
ederdiye-eder diye
imamhatibin-imam hatibin
darpetti-darp etti
eleverelim-ele verelim
deçok-de çok
masaaltı-masa altı
abbasali-abbas ali
bbbir-bb bir
maçmı-maç mı
sahipolduğu-sahip olduğu
geçoluyor-geç oluyor
hintsafranı-hint safranı
ilaçkullanıyorum-ilaç kullanıyorum
dörtyıldızlı-dört yıldızlı
merkezlerile-merkezler ile
sigaradaha-sigara daha
ohcanıma-oh canıma
yatırımyapıyorlar-yatırım yapıyorlar
kaçkişiden-kaç kişiden
tripleplay-triple play
ufukötesi-ufuk ötesi
ülkedehiç-ülkede hiç
canyakıyor-can yakıyor
ceeee-ce eee
candüşmanı-can düşmanı
